Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00       36     0.00     0.00  void std::pop_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain>)
  0.00      0.00     0.00       36     0.00     0.00  void std::push_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain>)
  0.00      0.00     0.00       30     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >::_Iter_comp_iter(std::less<climber_problem::Mountain>)
  0.00      0.00     0.00       30     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > __gnu_cxx::__ops::__iter_comp_iter<std::less<climber_problem::Mountain> >(std::less<climber_problem::Mountain>)
  0.00      0.00     0.00       27     0.00     0.00  __gnu_cxx::new_allocator<climber_problem::Mountain>::new_allocator()
  0.00      0.00     0.00       27     0.00     0.00  std::allocator<climber_problem::Mountain>::allocator()
  0.00      0.00     0.00       27     0.00     0.00  std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00       27     0.00     0.00  std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_Vector_base()
  0.00      0.00     0.00       27     0.00     0.00  std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::vector()
  0.00      0.00     0.00       26     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, false>::_S_base(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >)
  0.00      0.00     0.00       26     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, true>::_S_base(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >)
  0.00      0.00     0.00       26     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >)
  0.00      0.00     0.00       26     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >)
  0.00      0.00     0.00       23     0.00     0.00  __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::operator++()
  0.00      0.00     0.00       23     0.00     0.00  __gnu_cxx::__ops::_Val_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>::_Val_comp_iter(bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&))
  0.00      0.00     0.00       23     0.00     0.00  bool __gnu_cxx::__ops::_Val_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>::operator()<climber_problem::Mountain, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > >(climber_problem::Mountain&, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >)
  0.00      0.00     0.00       23     0.00     0.00  bool __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>::operator()<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >)
  0.00      0.00     0.00       23     0.00     0.00  __gnu_cxx::__ops::_Val_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> __gnu_cxx::__ops::__val_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>(__gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>)
  0.00      0.00     0.00       23     0.00     0.00  void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>)
  0.00      0.00     0.00       21     0.00     0.00  climber_problem::operator<(climber_problem::Mountain const&, climber_problem::Mountain const&)
  0.00      0.00     0.00       21     0.00     0.00  bool __gnu_cxx::__ops::_Iter_comp_val<std::less<climber_problem::Mountain> >::operator()<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain>(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain&)
  0.00      0.00     0.00       21     0.00     0.00  std::less<climber_problem::Mountain>::operator()(climber_problem::Mountain const&, climber_problem::Mountain const&) const
  0.00      0.00     0.00       17     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_val<std::less<climber_problem::Mountain> > __gnu_cxx::__ops::__iter_comp_val<std::less<climber_problem::Mountain> >(__gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >)
  0.00      0.00     0.00       17     0.00     0.00  void std::__pop_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >)
  0.00      0.00     0.00       17     0.00     0.00  void std::__adjust_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, climber_problem::Mountain, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, long, climber_problem::Mountain, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >)
  0.00      0.00     0.00       14     0.00     0.00  resolve(char const*)
  0.00      0.00     0.00       14     0.00     0.00  climber_problem::AssembleToVector(char const*, unsigned long*)
  0.00      0.00     0.00       14     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  0.00      0.00     0.00       13     0.00     0.00  climber_problem::UpStep(std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&)
  0.00      0.00     0.00       13     0.00     0.00  __gnu_cxx::new_allocator<climber_problem::Mountain>::new_allocator(__gnu_cxx::new_allocator<climber_problem::Mountain> const&)
  0.00      0.00     0.00       13     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::_S_select_on_copy(std::allocator<climber_problem::Mountain> const&)
  0.00      0.00     0.00       13     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>::_Iter_comp_iter(bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&))
  0.00      0.00     0.00       13     0.00     0.00  __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> __gnu_cxx::__ops::__iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>(bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&))
  0.00      0.00     0.00       13     0.00     0.00  bool __gnu_cxx::operator==<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > const&, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > const&)
  0.00      0.00     0.00       13     0.00     0.00  std::allocator<climber_problem::Mountain>::allocator(std::allocator<climber_problem::Mountain> const&)
  0.00      0.00     0.00       13     0.00     0.00  std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_Vector_impl::_Vector_impl(std::allocator<climber_problem::Mountain> const&)
  0.00      0.00     0.00       13     0.00     0.00  std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_create_storage(unsigned long)
  0.00      0.00     0.00       13     0.00     0.00  std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_Vector_base(unsigned long, std::allocator<climber_problem::Mountain> const&)
  0.00      0.00     0.00       13     0.00     0.00  std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::priority_queue(std::less<climber_problem::Mountain> const&, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&)
  0.00      0.00     0.00       13     0.00     0.00  std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::~priority_queue()
  0.00      0.00     0.00       13     0.00     0.00  climber_problem::Mountain* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain*>(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain*)
  0.00      0.00     0.00       13     0.00     0.00  std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::vector(std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&)
  0.00      0.00     0.00       13     0.00     0.00  void std::__make_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >)
  0.00      0.00     0.00       13     0.00     0.00  climber_problem::Mountain* std::__copy_move_a<false, climber_problem::Mountain const*, climber_problem::Mountain*>(climber_problem::Mountain const*, climber_problem::Mountain const*, climber_problem::Mountain*)
  0.00      0.00     0.00       13     0.00     0.00  climber_problem::Mountain* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain*>(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain*)
  0.00      0.00     0.00       13     0.00     0.00  void std::__insertion_sort<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>)
